"ID","MLBID","NAME","PITCHER_THROWS","LASTDAY","YEAR","AWAY_COMPETITION_LEVEL_ABBREV","TEAM","PITCHES"
"111828524",694646,"McDermott, Chayce",R,2022-07-28,2022,A+,HOU,1430
"111807419",668970,"Hollowell, Gavin",R,2022-08-27,2022,AA,COL,707
"111821459",686842,"Moore, McKinley",R,2022-08-18,2022,AA,PHI,894
"110293988",548337,"Verrett, Logan",R,2022-08-24,2022,AAA,WAS,1480
"111812289",663546,"Hjelle, Sean",R,2022-08-30,2022,AAA,SF,1732
"111829163",693821,"Elder, Bryce",R,2022-08-27,2022,AAA,ATL,1577
"111818706",669437,"Jones, Jordan",R,2021-09-17,2021,A,CLE,1471
"111811132",656641,"Latz, Jake",L,2021-08-03,2021,AA,TEX,1122
"111793526",643615,"Zeuch, TJ",R,2021-07-17,2021,AAA,TOR,973
"111824463",695406,"Williams, Case",R,2021-07-25,2021,A,CIN,870
"110294897",572998,"Lucas, Josh",R,2021-06-12,2021,AAA,ARI,141
"111820155",669648,"Doxakis, John",L,2022-08-27,2022,AA,TB,1175
"111806256",656457,"Gilbert, Tyler",L,2022-06-30,2022,AAA,ARI,776
"111815878",647315,"Pop, Zachary",R,2022-06-19,2022,AAA,MIA,376
"111792543",621219,"Mills, Alec",R,2022-07-02,2022,MLB,CHC,307
"111825699",691573,"Charle, Sandi",R,2022-08-23,2022,Rk,ANA,527
"111815320",676660,"Solomon, Jared",R,2022-08-30,2022,AAA,CIN,608
"111818428",682496,"Theophile, Rodney",R,2022-08-27,2022,A+,WAS,893
"111805896",664139,"Gibaut, Ian",R,2022-06-24,2022,AAA,CLE,327
"111819000",680583,"De Los Santos, Josias",R,2022-05-18,2022,A,SEA,223
"111806213",664682,"Meisinger, Ryan",R,2022-05-20,2022,AAA,ARI,252
"110691529",594795,"Dayton, Grant",L,2022-05-14,2022,AAA,MIA,272
"111836924",701744,"Bellair, Cole",R,2021-09-17,2021,Rk,MIN,379
"32851",472551,"Abad, Fernando",L,2021-10-01,2021,MLB,BAL,306
"111815758",675960,"Troop, Alex",L,2021-09-19,2021,AA,WAS,131
"111801805",663574,"Santillan, Tony",R,2021-10-02,2021,MLB,CIN,770
"111809043",672795,"Reyes, Samuel",R,2021-09-18,2021,AA,CHC,239
"111819352",656804,"Nunez, Andres",R,2021-09-08,2021,AA,KC,804
"111766182",621574,"Withrow, Matt",R,2021-09-12,2021,AA,ATL,934
"111826403",694360,"Way, Beck",R,2021-09-15,2021,A+,NYY,321
"111807111",668958,"Potter, Mark",R,2021-09-17,2021,A+,PHI,660
"111837069",702418,"Reynoso, Juan",R,2021-09-30,2021,Rk-,MIA,278
"111822679",676997,"Collett, Keegan",R,2021-09-17,2021,A,SD,525
"111837337",699479,"Broadway, Taylor",R,2021-09-19,2021,A+,CWS,92
"111795903",641447,"Castano, Daniel",L,2021-10-03,2021,AAA,MIA,1125
"111825674",691327,"Alvarez, Cesar",R,2021-09-20,2021,Rk-,BAL,730
"111803453",663649,"Watson, Nolan",R,2021-09-19,2021,AA,KC,1114
"111833421",698988,"Zapata, Genderson",R,2021-09-16,2021,Rk-,WAS,160
"111820432",682918,"Carrasco, Luis",R,2021-08-21,2021,Rk,OAK,559
"111805984",642048,"Saucedo, Tayler",L,2021-09-22,2021,MLB,TOR,439
"111813776",673686,"Haworth, Hunter",R,2021-07-16,2021,A,ARI,247
"111805369",642060,"Sedlock, Cody",R,2021-09-30,2021,AAA,BAL,534
"111812117",671358,"Abril, Juan",R,2021-09-07,2021,Rk,CIN,220
"111817207",678616,"Eldred, C.J.",R,2021-08-31,2021,A+,KC,289
"111817159",683005,"Malone, Brennan",R,2021-09-13,2021,Rk,PIT,165
"111803574",660822,"Martinez, Robinson",R,2021-09-12,2021,A,MIA,507
"111826187",692544,"Elbis, Joe",R,2021-08-26,2021,Rk,ARI,542
"111820206",682672,"Monegro, Roberto",R,2021-10-02,2021,Rk-,SF,268
"111837679",688913,"Felix, Jhonny",R,2021-09-17,2021,Rk,BOS,126
"111817579",678498,"Ramires, Felix",L,2021-09-17,2021,Rk,COL,358
"111824815",687381,"Bocchi, Matteo",R,2021-09-03,2021,A+,CHC,992
"111808548",669424,"Lambert, James",R,2021-09-17,2021,AAA,CWS,1174
"111826000",693855,"Seymour, Ian",L,2021-08-21,2021,A,TB,583
"111799459",656678,"Manoah, Jr., Erik",R,2021-09-19,2021,AA,MIN,262
"111836630",702392,"Sanchez, Tomy",R,2021-09-27,2021,Rk-,CHC,427
"111817128",678714,"Galue, Over",R,2021-09-17,2021,Rk,TB,562
"111833545",699309,"Diaz, Joel",R,2021-10-02,2021,Rk-,NYM,732
"111833661",698942,"Cruz, Deivy",L,2021-09-30,2021,Rk-,BAL,860
"111837387",702822,"Ciprian, Braudin",R,2021-09-30,2021,Rk-,MIL,236
"111839849",800065,"Bata, Eliecer",R,2022-08-20,2022,Rk-,PHI,602
"111838144",703325,"Lorenzo, Ricardito",L,2022-08-20,2022,Rk-,KC,493
"111793476",592346,"Gonzalez, Chi Chi",R,2022-06-11,2022,MLB,MIN,118
"111817149",678255,"Paulino, Anderson",R,2021-08-31,2021,A,KC,1339
"111792721",623485,"Goudeau, Ashton",R,2022-05-28,2022,MLB,COL,381
"111811580",684604,"Ochsenbein, Aaron",R,2022-06-14,2022,AA,LA,204
"111818304",673933,"Lebron, David",R,2021-09-14,2021,AA,BAL,1158
"111827780",694297,"Pfaadt, Brandon",R,2021-09-19,2021,AA,ARI,543
"111837573",669332,"Labas, AJ",R,2021-09-19,2021,A,MIN,178
"111808034",669618,"Barlow, Joe",R,2021-09-30,2021,MLB,TEX,461
"111822750",684871,"Mejia, Enmanuel",R,2021-09-18,2021,A+,PIT,258
"111818599",682684,"Calderon, Carlos",R,2021-09-19,2021,A,HOU,582
"111822133",685622,"Ruiz, Raynalf",R,2021-09-24,2021,Rk-,TB,283
"111805973",623474,"Herget, Jimmy",R,2021-08-28,2021,AAA,ANA,94
"111824873",691049,"Peralta, Juan",R,2021-10-02,2021,Rk-,STL,254
"111811000",667421,"Knight, Blaine",R,2021-08-14,2021,AA,BAL,748
"111816346",677644,"Perez, Brayan",L,2021-09-19,2021,A,SEA,1099
"111835822",700331,"Duran, Roger",R,2021-10-01,2021,Rk-,MIN,429
"111811631",680686,"Gray, Josiah",R,2021-10-02,2021,MLB,WAS,1078
"111824902",689225,"Brieske, Beau",R,2021-09-16,2021,AA,DET,701
"111821331",686831,"White, Colby",R,2021-08-07,2021,A+,TB,354
"111828045",694820,"Roxby, Braxton",R,2021-08-08,2021,AA,CIN,140
"111825643",691904,"Querales, Jesus",R,2021-09-24,2021,Rk-,PHI,368
"111766637",622088,"Antone, Tejay",R,2021-08-22,2021,AAA,CIN,117
"111822751",684867,"Dominguez, Argenys",R,2021-09-02,2021,Rk-,PIT,115
"111344840",606160,"Montero, Rafael",R,2021-08-08,2021,MLB,HOU,87
"110294122",571945,"Mikolas, Miles",R,2021-08-08,2021,AA,STL,150
"111823351",686774,"Bradford, Cooper",R,2021-09-17,2021,A+,CWS,920
"111798916",642083,"Slegers, Aaron",R,2021-08-19,2021,MLB,ANA,594
"111837481",702238,"Binns, Malik",R,2022-06-16,2022,A,PHI,454
"111823473",685777,"Gomez, Miguel",R,2022-07-09,2022,Rk,WAS,155
"111827569",692569,"Hernandez, Francis",R,2022-08-20,2022,Rk,BOS,521
"111808867",678358,"Salvador, Jose",L,2022-06-02,2022,A,ANA,823
"111820455",683639,"Jimenez, Carlos",R,2022-08-25,2022,A,PIT,1259
"111793531",642130,"Taylor, Blake",L,2022-06-03,2022,MLB,HOU,306
"111807994",670238,"Sullivan, Collin",R,2022-08-26,2022,A+,ARI,262
"111793453",621082,"Lemoine, Jake",R,2022-05-28,2022,MLB,OAK,303
"111807713",667373,"Rondon, Angel",R,2022-05-22,2022,MLB,STL,86
"111831216",695835,"Nunez, Edwin",R,2022-05-22,2022,A,STL,159
"111807319",690206,"Simonelli, Anthony",R,2022-08-28,2022,A+,KC,1074
"111825509",669283,"Parrish, Drew",L,2021-05-23,2021,A+,KC,214
"111815932",674944,"Guenther, Sean",L,2021-06-05,2021,AA,MIA,270
"111819424",680430,"Allgeyer, Nick",L,2021-09-30,2021,AAA,TOR,1647
"111831622",696038,"Peck, Hunter",L,2021-06-01,2021,AA,HOU,164
"111801441",656726,"McWilliams, Sam",R,2021-05-26,2021,AAA,NYM,196
"111815822",668869,"Thomas, Tyler",L,2021-05-27,2021,A+,TEX,223
"111803668",670087,"Sittinger, Brandyn",R,2021-06-18,2021,AA,ARI,265
"111811174",666817,"Ochoa, Duilio",R,2021-08-14,2021,A,SD,566
"111823356",681147,"Cantleberry, Jacob",L,2021-05-29,2021,A,LA,257
"111808801",670193,"Bryant, Garrison",R,2021-05-12,2021,A,NYM,105
"111815341",676754,"Russ, Addison",R,2021-06-10,2021,AAA,NYY,278
"111792141",548389,"Stripling, Ross",R,2021-10-02,2021,MLB,TOR,1729
"111816134",681347,"Burrows, Michael",R,2021-09-14,2021,A+,PIT,827
"111817757",677053,"Nardi, Andrew",L,2021-06-04,2021,A,MIA,245
"111798717",643478,"Palumbo, Joe",L,2021-06-28,2021,AAA,TEX,176
"111817681",678654,"Bautista, Kelvin",Unknown,2021-06-16,2021,Rk,TEX,244
"111795667",592254,"De Leon, Jose",R,2021-07-01,2021,AAA,CIN,202
"111813749",676766,"Snyder, Nick",R,2021-06-15,2021,A+,TEX,190
"111816259",669205,"Henzman, Lincoln",R,2022-08-07,2022,AA,CWS,225
"111837568",695373,"Rivera, Javier",R,2022-08-31,2022,A+,CIN,286
"111815592",676611,"Roberts, Max",L,2022-07-30,2022,A,SEA,96
"111812324",675965,"Roberts, Griffin",R,2022-08-28,2022,AA,STL,300
"111808548",669424,"Lambert, James",R,2021-09-07,2021,MLB,CWS,248
"111792879",592716,"Sampson, Adrian",R,2022-06-11,2022,AAA,CHC,499
"111799245",657141,"Yamamoto, Jordan",R,2022-08-27,2022,AAA,NYM,115
"111837333",687102,"Carver, Ross",R,2021-09-17,2021,A,ARI,394
"111806988",666672,"Torres, Jojanse",R,2021-06-17,2021,AAA,HOU,436
"111820941",683439,"Montero, Junior",R,2021-09-18,2021,A,MIL,231
"111818464",678977,"Herrera, Martin",R,2021-09-16,2021,Rk,DET,569
"111829177",693694,"Contreras, Kelvin",L,2021-09-04,2021,Rk-,NYM,291
"111819130",680652,"Rodriguez, Rainiery",R,2021-09-18,2021,A,ATL,773
"111799445",656876,"Rasmussen, Drew",R,2021-09-29,2021,MLB,TB,874
"111826279",691546,"Martinez, Carlos",R,2021-10-01,2021,Rk-,LA,440
"111810760",656544,"Hock, Colton",R,2021-07-31,2021,AAA,MIA,168
"111819256",681051,"Rodriguez, Dionys",R,2021-09-18,2021,A,STL,1174
"111824607",691951,"Aldegheri, Samuel",L,2021-08-13,2021,A,PHI,253
"109502515",571825,"Jones, James",L,2021-07-30,2021,AAA,TEX,355
"111823710",694395,"MacLean, Dylan",Unknown,2021-07-08,2021,Rk,TEX,330
"111812361",674375,"Arias, Dayeison",R,2021-07-20,2021,A+,SEA,411
"111796972",663399,"Waddell, Brandon",L,2021-09-29,2021,AAA,STL,173
"111819477",682051,"Hill, Garrett",R,2022-05-17,2022,AA,DET,532
"111837377",701542,"Warren, Will",R,2022-05-25,2022,A+,NYY,594
"111821906",684059,"Parra, Deretd",Unknown,2022-07-25,2022,Rk-,TEX,235
"111839828",800057,"Guerrero, Jarlin",R,2022-07-23,2022,Rk,BAL,202
"111781153",624427,"Gonsalves, Stephen",L,2021-10-03,2021,AAA,BOS,1513
"111808268",669804,"De Jesus, Angel",R,2021-05-29,2021,AA,DET,211
"111766839",661408,"Perez, Luis",R,2021-09-18,2021,A+,BAL,224
"111832230",671129,"Ahearn, Tyler",R,2022-08-07,2022,A+,COL,161
"111826092",689476,"Beck, Jace",R,2021-09-14,2021,Rk,NYM,405
"111799208",650690,"Luna, Carlos",R,2021-07-21,2021,A+,MIL,595
"52920",518774,"Harvey, Matt",R,2022-06-23,2022,A+,BAL,85
"111840253",800122,"Cuevas, Ramon",R,2022-08-22,2022,Rk-,WAS,323
"111815254",676962,"Brown, Benjamin",R,2022-08-27,2022,AA,CHC,307
"111812225",673820,"Pina, Robinson",R,2022-08-27,2022,AAA,ANA,121
"111837564",684949,"Leigh, Zac",R,2022-08-30,2022,AA,CHC,102
"111843621",674115,"Mora, Kyle",R,2022-08-31,2022,A,ARI,119
"110677994",593334,"German, Domingo",R,2022-08-27,2022,MLB,NYY,652
"111819857",681085,"Coker, Calvin",R,2022-08-27,2022,A+,OAK,241
"111821150",689095,"Jackson, Jordan",R,2022-08-28,2022,A+,SEA,551
"111822632",686769,"Acker, Dane",R,2022-08-28,2022,A+,TEX,131
"111805508",656464,"Ginkel, Kevin",R,2022-08-31,2022,MLB,ARI,245
"111800843",657228,"Jewell, Jake",R,2022-08-31,2022,AAA,MIN,97
"111545998",547001,"Poteet, Cody",R,2022-07-12,2022,AAA,MIA,82
"111766366",605240,"Fry, Jace",L,2021-09-21,2021,MLB,CWS,142
"111839698",703938,"Marquez, Pedro",R,2022-08-23,2022,Rk-,HOU,271
"111821093",683466,"Hernandez, Nyan",R,2022-06-25,2022,Rk-,TEX,298
"53297",543101,"DeSclafani, Anthony",R,2022-06-16,2022,AAA,SF,103
"111672041",656232,"Bielak, Brandon",R,2022-07-21,2022,MLB,HOU,191
"111815936",676737,"Lescher, Billy",R,2022-05-15,2022,A,DET,144
"111844720",802686,"Harris, Hayden",L,2022-08-23,2022,Rk,ATL,89
"111828047",669192,"Jensen, William",R,2022-08-14,2022,AA,SF,413
"111819349",642216,"Winans, Allan",R,2022-08-30,2022,AA,ATL,505
"111824480",687344,"Milam, Kevin",R,2022-08-26,2022,A+,NYY,214
"111828745",693759,"Montero, Euri",R,2022-08-25,2022,A,MIA,202
"111843172",804694,"Andrade, Kleyderve",L,2022-08-22,2022,Rk-,PHI,142
"111817958",680755,"Fisher, Braydon",R,2022-04-16,2022,A,LA,90
"111812293",676103,"Jones, Damon",L,2022-04-28,2022,MLB,PHI,107
"111816319",677656,"Jaquez, Ernesto",R,2022-04-27,2022,A,HOU,269
"111810822",680732,"Burke, Sean",R,2022-05-06,2022,A+,CWS,482
"111824902",689225,"Brieske, Beau",R,2022-08-05,2022,AAA,DET,262
"111822190",684232,"Breton, Albert",R,2021-09-27,2021,Rk-,CLE,606
"111828612",693764,"Martinez, Anthony",R,2021-09-30,2021,Rk-,CHC,563
"111800637",682615,"O'Reilly, John",R,2021-09-29,2021,AAA,PIT,496
"111833638",700288,"Martinez, Juan",R,2022-08-22,2022,Rk,CIN,323
"111811561",676106,"Hancock, Emerson",R,2021-08-25,2021,AA,SEA,211
"111829144",693711,"Flores, Eiroon",R,2021-08-26,2021,Rk-,TEX,244
"111807156",666658,"Chacin, Jose",R,2022-04-28,2022,A+,NYM,270
"111844684",805725,"Miller, Jake",L,2022-08-26,2022,A,DET,132
"111826183",689583,"Rodriguez, Adrian",R,2022-08-30,2022,A,TEX,131
"111822682",693308,"Frasso, Nick",R,2021-06-03,2021,A,TOR,98
"111816472",678562,"Lopez, Frank",R,2021-06-03,2021,A,SD,88
"111816867",681216,"Woessner, Tyler",R,2022-08-19,2022,Rk,MIL,84
"111845021",701121,"VanWey, Logan",R,2022-08-20,2022,Rk,HOU,81
"111838321",703396,"Reina, Javier",R,2022-08-18,2022,Rk-,OAK,175
"111820195",683608,"Ayola, Julio",R,2022-08-18,2022,Rk-,TEX,121
"111844811",690155,"Pushard, Matthew",R,2022-08-23,2022,Rk,MIA,114
"111819418",673912,"Hintzen, J.T.",R,2022-08-20,2022,AA,DET,119
"111817905",680789,"Sampen, Caleb",R,2021-06-02,2021,AA,TB,312
"111821993",684133,"Diaz, Yoljeldriz",R,2021-09-18,2021,Rk,NYY,230
"111817207",678616,"Eldred, C.J.",R,2021-08-01,2021,A,KC,152
"111825894",686938,"Rascon, Bodi",L,2021-09-18,2021,A,SD,313
"111800253",664028,"Kennedy, Brett",R,2021-08-01,2021,AA,SD,84
"111837682",681544,"Olds, Wyatt",R,2021-09-16,2021,A,BOS,196
"111825584",692454,"Aldonis, Pablo",L,2022-07-29,2022,A,WAS,212
"111799807",641743,"Kay, Anthony",L,2021-07-19,2021,MLB,TOR,664
"111809100",672860,"Berroa, Prelander",R,2022-08-30,2022,AA,SEA,431
"111811244",676219,"Rivera, Jerryell",L,2021-08-04,2021,A,ANA,264
"111805029",663658,"Ward, Thad",R,2022-07-17,2022,A,BOS,90
"33715",461325,"Clippard, Tyler",R,2022-08-20,2022,MLB,WAS,114
"111792821",608379,"Wacha, Michael",R,2022-08-09,2022,AA,BOS,81
"111805450",664199,"Clarke, Taylor",R,2021-09-24,2021,AAA,ARI,119
"111837405",700363,"Smith-Shawver, AJ",R,2021-09-13,2021,Rk,ATL,177
"110678198",593604,"Baldonado, Alberto",L,2021-10-01,2021,MLB,WAS,215
"47686",501593,"Avilan, Luis",L,2021-04-15,2021,MLB,WAS,108
"111816615",668390,"Winn, Cole",R,2021-09-29,2021,AAA,TEX,149
"111811164",685338,"Vernia, Justin",R,2021-09-29,2021,AAA,ARI,123
"111803637",657265,"Strzelecki, Peter",R,2021-10-01,2021,AAA,MIL,83
"53409",544931,"Strasburg, Stephen",R,2022-06-03,2022,AAA,WAS,87
"111837427",676385,"Glavine, Peyton",L,2021-09-18,2021,Rk,WAS,164
"111810916",676644,"Villines, Stephen",R,2021-09-05,2021,AAA,TEX,91
"111792361",607455,"Banda, Anthony",L,2021-07-15,2021,AAA,NYM,159
"111807881",669330,"Wells, Tyler",R,2022-07-27,2022,MLB,BAL,1565
"111805497",664337,"Yajure, Miguel",R,2022-08-31,2022,MLB,PIT,316
"111812342",674370,"Bido, Osvaldo",R,2022-08-28,2022,AAA,PIT,1635
"111803630",663986,"Stephan, Trevor",R,2022-08-30,2022,MLB,CLE,801
"111840155",800340,"Martinez, Jhonny",R,2022-08-22,2022,Rk-,ATL,543
"111821552",683858,"Castro, Edgar",R,2022-08-20,2022,Rk,TOR,499
"111808062",677676,"Taveras, Diosmerky",R,2022-08-31,2022,A+,HOU,1333
"111813526",683528,"Dominguez, Justino",R,2022-08-17,2022,Rk-,TB,314
"111811588",673111,"Lopez, Jose",L,2022-08-31,2022,AA,TB,879
"111843740",805399,"Landeta, David",R,2022-08-22,2022,Rk-,HOU,365
"111825572",691310,"Moron, Wilny",R,2022-08-23,2022,Rk-,COL,309
"111833433",699154,"Mejias, Alvaro",R,2022-08-02,2022,Rk-,BOS,412
"111819285",681185,"Silven, Yoelvin",R,2022-08-27,2022,AA,CWS,763
"111820329",682944,"Yulie, Tyrone",R,2022-08-26,2022,A,NYY,1463
"111828610",693739,"Alberto, Alexander",R,2022-08-20,2022,Rk,TB,580
"111840460",800361,"Bonilla, Peter",L,2022-08-22,2022,Rk-,LA,428
"111812144",676739,"Witt, Nathan",R,2022-08-14,2022,AA,TB,603
"111839689",703936,"Valdez, Kevin",L,2022-07-18,2022,Rk-,CHC,364
"111803426",663423,"Thornton, Trent",R,2022-08-15,2022,MLB,TOR,645
"111820404",682907,"Peralta, Dario",R,2022-08-16,2022,Rk,KC,264
"111811617",671093,"Whitten, Kyle",R,2022-08-30,2022,A+,TB,548
"111825554",692030,"Corniell, Jose",R,2022-08-25,2022,A,TEX,962
"111806831",665871,"Assad, Javier",R,2022-06-29,2022,AA,CHC,1179
"111808631",676454,"Cellucci, Brendan",L,2022-08-31,2022,A+,BOS,1143
"109502225",544727,"Familia, Jeurys",R,2022-07-31,2022,MLB,PHI,644
"111839745",801252,"Romero, Alfredo",R,2022-07-16,2022,Rk-,CHC,364
"111824817",670381,"Villarreal, Fred",R,2022-08-30,2022,A+,SEA,973
"111808649",668683,"Walker, Jeremy",R,2022-07-29,2022,AAA,SF,683
"111811588",673111,"Lopez, Jose",L,2021-08-29,2021,A,TB,1196
"111766013",607074,"Rodon, Carlos",L,2021-09-29,2021,MLB,CWS,2254
"111792235",571863,"Koch, Matt",R,2021-10-01,2021,AAA,CLE,1095
"111499720",611093,"Bracho, Silvino",R,2021-10-03,2021,AAA,SF,942
"111821460",667407,"Plunkett, Zack",R,2021-08-18,2021,A+,LA,594
"111815012",676736,"Latcham, Will",R,2021-09-12,2021,AA,ATL,657
"111821354",687397,"Matthews, John",R,2021-09-16,2021,A,TEX,1204
"111819305",681592,"Escobar, Edgar",R,2021-09-17,2021,AA,STL,765
"111801124",664940,"Hoekstra, Kurt",R,2021-07-11,2021,AA,ATL,297
"111808038",668594,"Taveras, Willy",R,2021-07-10,2021,A,NYM,358
"111796349",594965,"Ponce de Leon, Daniel",R,2021-09-14,2021,MLB,STL,662
"111801347",657612,"Hill, Tim",L,2021-10-02,2021,MLB,SD,970
"110690994",592390,"Hembree, Heath",R,2021-08-16,2021,MLB,CIN,837
"111816679",680573,"Woods Richardson, Simeon",R,2021-07-15,2021,AA,TOR,878
"111825608",691259,"Medina, Brayan",Unknown,2021-10-18,2021,Rk,SD,177
"111822634",666974,"Cano, Yennier",R,2021-06-13,2021,AA,MIN,314
"111831002",666371,"Trogrlic-Iverson, Nick",R,2021-09-19,2021,A+,STL,1137
"111828917",657649,"Koenig, Jared",L,2022-08-31,2022,AAA,OAK,1560
"111829505",680801,"Schrand, Jake",R,2022-08-14,2022,A,MIA,743
"111835466",617228,"Sawamura, Hirokazu",R,2022-08-28,2022,MLB,BOS,866
"111825475",686449,"McAvene, Michael",R,2022-08-26,2022,A+,CHC,493
"111810731",676508,"Casparius, Ben",R,2022-08-27,2022,A+,LA,995
"111816059",680744,"Madden, Ty",R,2022-08-02,2022,A+,DET,1374
"76118665",518435,"Barreda, Manuel",R,2021-09-30,2021,AAA,BAL,694
"111819435",681485,"Craft, Derek",R,2021-06-12,2021,A,NYY,155
"111828605",693732,"Jimenez, Estibenzon",R,2022-08-22,2022,Rk,PHI,612
"111840492",800383,"Geronimo, Domingo",R,2022-08-18,2022,Rk-,LA,383
"111825294",656497,"Hadley, Nathan",R,2022-08-20,2022,Rk,COL,334
"111804807",660435,"Pimentel, Chester",R,2022-05-07,2022,AAA,OAK,187
"111811179",641733,"Johnstone, Connor",R,2021-10-03,2021,AAA,ATL,1066
"111836933",701769,"De La Cruz, Leoni",L,2021-08-26,2021,Rk-,MIL,333
"111837314",702460,"Joyce, Jimmy",R,2021-09-10,2021,A+,SEA,297
"111766366",605240,"Fry, Jace",L,2022-08-25,2022,AAA,PHI,258
"111819096",680667,"Velette, Raydel",R,2022-07-23,2022,Rk,PIT,114
"111792235",571863,"Koch, Matt",R,2022-08-30,2022,AAA,SEA,513
"111811216",672950,"Valencio, Henry",R,2022-08-20,2022,Rk,MIA,217
"111807759",667356,"Mata, Bryan",R,2022-08-24,2022,AA,BOS,794
"111841615",805050,"Martinez, Luis",R,2022-08-22,2022,Rk-,SEA,292
"111766283",622379,"Castillo, Luis",R,2022-08-28,2022,AAA,DET,627
"111829583",694642,"Hasler, Kent",R,2022-08-31,2022,AA,MIL,564
"76120568",453286,"Scherzer, Max",R,2022-06-29,2022,AA,NYM,146
"111819477",682051,"Hill, Garrett",R,2022-06-29,2022,AAA,DET,619
"111818322",681619,"Hernandez, Robinson",R,2022-08-30,2022,A+,COL,858
"111843206",702352,"Bivens, Spencer",R,2022-08-28,2022,A,SF,481
"111837797",703104,"Hicks, Jackson",R,2022-08-31,2022,A,MIN,795
"111842362",801787,"Hernandez, Evelio",R,2022-08-23,2022,Rk-,CLE,641
"111837233",702130,"Watson, Danny",R,2022-08-30,2022,A,NYY,1040
"111803488",665178,"Labaut, Randy",L,2022-08-27,2022,AA,CLE,432
"111843621",674115,"Mora, Kyle",R,2022-06-30,2022,AA,ARI,138
"111792721",623485,"Goudeau, Ashton",R,2021-06-18,2021,MLB,CIN,177
"109998089",542882,"Andriese, Matt",R,2021-07-09,2021,MLB,BOS,699
"111805158",660600,"Paredes, Enoli",R,2021-06-10,2021,MLB,HOU,253
"111766287",642207,"Williams, Devin",R,2021-09-26,2021,MLB,MIL,1012
"111818762",680704,"Sandlin, Nick",R,2021-08-11,2021,MLB,CLE,613
"111801239",663485,"Sands, Cole",R,2021-09-17,2021,AA,MIN,1410
"111801681",669624,"Bienlien, Michael",R,2021-06-26,2021,A,DET,391
"111808102",668596,"Ceballos, Yeremi",L,2021-07-21,2021,A+,HOU,529
"111817706",681539,"Morgan, Reid",R,2021-07-25,2021,AA,SEA,496
"111792195",571993,"Nunn, Chris",L,2021-07-06,2021,AA,ATL,330
"111687985",605232,"Finnegan, Brandon",L,2021-10-02,2021,AAA,CIN,1116
"111805015",660714,"Javier, Xavier",R,2021-08-05,2021,A+,DET,502
"111837682",681544,"Olds, Wyatt",R,2022-08-28,2022,A+,BOS,1889
"111800743",621076,"Kaprielian, James",R,2022-08-31,2022,MLB,OAK,1898
"111827584",671143,"Denholm, Trenton",R,2022-08-30,2022,A,CLE,1588
"111797008",642578,"Rodriguez, Jose",R,2022-08-26,2022,AAA,NYM,1093
"111803574",660822,"Martinez, Robinson",R,2022-07-27,2022,A+,MIA,607
"111837565",701549,"Nowlin, Jaylen",L,2022-08-09,2022,A,MIN,983
"111819434",681930,"Lackey, Shelby",R,2022-08-26,2022,A+,COL,760
"111812225",673820,"Pina, Robinson",R,2022-08-04,2022,A+,ANA,1322
"111809626",676292,"Breault, Hunter",R,2022-08-28,2022,A,OAK,949
"111820620",683155,"Estes, Joey",R,2022-08-25,2022,A+,OAK,1294
"111818264",681520,"Kelly, Antoine",L,2022-07-30,2022,A+,MIL,1628
"111806726",665993,"Tortosa, Cristhian",L,2022-07-28,2022,Rk,DET,203
"111828615",693801,"Rojas, Jose",R,2022-08-23,2022,Rk-,MIA,309
"111824676",656914,"Roper, Kaleb",R,2022-08-28,2022,AA,CWS,1508
"111809317",672651,"Sanchez, Rodolfo",R,2021-09-16,2021,A,PHI,1013
"111807593",666209,"Stinson, Graeme",L,2021-09-17,2021,A,TB,803
"110294129",570240,"Pena, Felix",R,2021-09-19,2021,AAA,ANA,1243
"110816553",605301,"Jerez, Williams",L,2021-08-03,2021,AAA,SEA,413
"4805",571901,"Loup, Aaron",L,2021-09-29,2021,MLB,NYM,839
"110294439",571704,"Giles, Ken",R,2022-08-10,2022,AAA,SEA,156
"111837634",679857,"Tavera, Carlos",R,2022-07-31,2022,A+,BAL,1006
"111825468",668873,"Kilian, Caleb",R,2022-06-20,2022,MLB,CHC,248
"111820360",682926,"Bautista, Jorge",R,2022-07-23,2022,Rk,ATL,387
"111837441",681284,"Threadgill, Riggs",R,2022-08-25,2022,A,WAS,717
"111837586",702207,"Miller, Ben",L,2022-08-28,2022,A,SD,864
"111800009",657240,"Merryweather, Julian",R,2022-06-13,2022,MLB,TOR,295
"111801222",658551,"Fernandez, Junior",R,2022-08-28,2022,AAA,STL,642
"111818895",681902,"Case, Brad",R,2022-04-29,2022,AAA,PIT,183
"111803671",670036,"Festa, Matt",R,2022-08-27,2022,MLB,SEA,669
"111796375",629498,"Quezada, Johan",R,2022-07-17,2022,AA,STL,604
"111806661",687825,"Santana, Tyler",R,2021-09-19,2021,A+,CHC,317
"111827685",694335,"Svanson, Matt",R,2021-09-17,2021,A,TOR,250
"111803491",657031,"Taylor, Josh",L,2021-09-22,2021,MLB,BOS,831
"111344924",605280,"Holmes, Clay",R,2021-10-03,2021,MLB,NYY,402
"111821047",687107,"Peters, Andrew",R,2021-09-19,2021,A,ANA,266
"111829163",693821,"Elder, Bryce",R,2021-09-29,2021,AAA,ATL,612
"111826715",690218,"Dum, Benjamin",R,2021-09-16,2021,A+,ATL,157
"111836306",700730,"Diaz, Brayan",R,2021-10-01,2021,Rk-,SEA,310
