"ID","NAME","YEAR","LVL","TEAM","SWM","CHASERATE","K_RATE","BB_RATE"
"111822179","Ibarra, Joel",2021,Rk-,LA,31.100,29.900,30.200,15.600
"111837062","Marsili, Matt",2021,Rk,KC,44.200,27.300,33.300,17.500
"111816418","Rondon, Miguel",2021,Rk,SD,41.900,27.800,31.000,10.300
"111793844","Crichton, Stefan",2021,AAA,ARI,22.700,25.500,15.000,11.700
"111818942","Meza, Carlos",2021,Rk,ARI,25.900,20.100,23.200,9.800
"111806416","McKenzie, Triston",2021,MLB,CLE,26.100,31.500,27.500,11.700
"111829441","Ovando, Anyelo",2021,Rk-,SEA,38.600,21.100,28.600,20.800
"111806831","Assad, Javier",2021,AA,CHC,19.800,30.800,17.700,7.600
"111803360","Francis, Bowden",2021,AAA,TOR,26.100,24.400,23.000,10.000
"111820262","Loseke, Barrett",2021,AA,NYY,29.600,22.300,28.400,11.200
"111833612","Abad, Dailoui",2021,Rk-,LA,16.900,24.000,10.300,8.500
"111824863","Catano, Jose",2021,Rk-,KC,31.700,32.000,36.100,8.400
"111833653","Oviedo, Ivan",2021,Rk-,TEX,34.200,33.000,30.400,4.900
"111822143","Lugo, Alejandro",2021,Rk-,SD,36.900,33.100,31.400,14.300
"111817090","Peralta, Jose",2021,Rk,CIN,23.100,34.700,20.200,3.800
"111805477","Espinal, Carlos",2021,A+,NYY,40.300,31.700,33.300,12.000
"111822191","Santos, Felipito",2021,Rk-,CLE,24.300,22.800,22.300,16.600
"111824766","Lumbert, Evan",2021,Rk,SF,36.500,28.700,28.800,10.000
"111498740","Faria, Jake",2021,MLB,ARI,22.100,22.300,20.800,8.400
"111826721","Joseph, Luis",2021,Rk-,PIT,26.400,28.600,21.700,20.000
"111815369","Winder, Josh",2021,AAA,MIN,31.500,39.000,22.400,4.500
"111818886","Valles, Jesus",2021,A,CWS,19.400,29.500,12.200,3.100
"111802212","Schmid, Colin",2021,Rk,STL,25.900,35.500,21.000,2.500
"111819841","Mitchell, Andrew",2021,AAA,NYM,23.000,26.400,19.600,13.000
"111824676","Roper, Kaleb",2021,A+,CWS,27.100,27.000,31.400,9.200
"111809550","Feliz, Ignacio",2021,A+,BAL,24.700,22.900,24.000,17.700
"111835733","Gomez, Yendy",2021,Rk-,ANA,23.900,31.500,15.400,9.600
"111825646","Boadas, Miguelangel",2021,Rk-,MIN,30.600,32.400,20.700,5.200
"111833637","Jimenez, Jhonny",2021,Rk-,LA,17.400,23.000,9.400,14.500
"111825891","Perez, Argenis",2021,Rk-,SF,29.200,28.200,24.000,10.400
"111828794","Landaeta, Yon",2021,Rk-,MIN,37.700,23.700,36.100,21.000
"111826744","Valenzuela, Cristofer",2021,Rk-,SF,21.300,25.600,13.700,16.200
"111821213","Polanco, Felix",2021,Rk-,CLE,24.900,26.900,25.900,12.500
"111810912","Garcia, Roy",2021,Rk,STL,32.800,24.200,30.400,4.300
"111800718","Stout, Eric",2021,AAA,MIA,24.100,19.100,22.800,19.600
"111828016","Curry, Aidan",2021,Rk,TEX,31.300,15.700,24.100,17.500
"111811250","Mendoza, Damian",2021,Rk,TEX,32.400,29.500,27.300,7.900
"111812168","Butto, Jose",2021,AA,NYM,34.400,29.300,29.900,5.400
"111800277","Davis, Austin",2021,AAA,PIT,37.400,33.700,36.700,10.200
"111797951","Griffin, Foster",2021,Rk,KC,35.700,17.600,34.400,12.500
"111815483","Rodriguez, Elian",2021,A,HOU,26.700,30.100,21.700,20.900
"111477999","Gamez, Juan",2021,AAA,CHC,24.700,26.000,13.300,12.200
"111837048","Mercedes, Abel",2021,Rk-,HOU,31.300,16.900,23.400,26.000
"111805448","Klobosits, Gabe",2021,MLB,WAS,18.800,34.000,9.600,9.600
"111835497","Talavera, Roiber",2021,Rk-,SEA,24.400,27.600,13.200,13.200
"111799658","Curtiss, John",2021,MLB,MIL,20.400,28.600,15.400,11.500
"111806755","Curry, Xzavion",2022,AA,CLE,28.200,30.700,28.400,6.700
"111828891","Zuniga, Edgar",2022,Rk-,PHI,16.800,33.900,19.400,0.900
"111837405","Smith-Shawver, AJ",2022,A,ATL,33.700,30.200,34.700,13.000
"111840368","Ynfante, Nelfy",2022,Rk-,STL,25.700,30.600,24.500,12.900
"111837559","Fitts, Richard",2022,A,NYY,27.600,35.700,28.700,5.100
"111837061","Rozek, Aaron",2022,A+,MIN,30.100,32.100,21.300,7.800
"111816402","Guarate, Carlos",2022,A,STL,24.600,35.100,18.300,7.400
"111840313","Pirela, Yorvi",2022,Rk-,ATL,16.200,32.900,16.500,8.500
"4224","Miller, Shelby",2022,AAA,SF,29.600,27.400,33.100,11.300
"111808178","Baez, Michel",2022,AA,SD,32.600,33.300,32.400,5.400
"111816744","Soriano, Christopher",2022,Rk,PHI,28.900,23.500,20.000,16.700
"111836978","Griffin, David",2022,AAA,NYM,18.100,33.900,17.600,5.900
"111842718","Gonzalez, Charbel",2022,Rk-,CHC,35.900,18.700,21.700,31.300
"111818951","Cotto, Gabriel",2022,A,PHI,35.700,33.400,23.800,12.600
"111833344","Salazar, Jonathan",2022,Rk-,PIT,31.000,17.400,28.300,13.100
"111801532","Dodson, Tanner",2022,AA,LA,26.600,27.100,16.300,19.700
"111766524","Vizcaya, Anthony",2022,AAA,NYM,18.000,16.800,20.700,12.100
"111823693","Melendez, Jaime",2021,A,HOU,51.100,24.800,55.900,7.400
"111798531","Brault, Steven",2022,AAA,CHC,18.200,31.000,23.100,11.500
"111821216","Gutierrez, Osvanni",2022,Rk,LA,35.800,34.900,28.600,5.700
"111809604","Brown, Aaron",2021,A,HOU,33.000,44.200,34.100,3.700
"111837279","Meis, Justin",2021,A,PIT,32.600,26.200,34.600,11.500
"111819004","McCarville, Keegan",2021,A,MIL,23.700,31.600,23.300,4.700
"111830912","Walter, Chase",2021,A+,SD,61.800,24.500,44.900,24.500
"111817477","Kerr, Raymond",2021,AAA,SEA,42.600,33.000,35.400,12.500
"111808377","Standlee, Brett",2021,Rk,SF,44.700,24.100,28.600,7.100
"111829583","Hasler, Kent",2021,A+,MIL,45.100,37.100,36.400,9.100
"111829348","Rodriguez, Eris",2021,Rk-,BAL,23.800,24.500,18.800,15.600
"111816324","Ramirez, Manny",2022,Rk,NYY,33.300,21.100,28.600,32.100
"111808649","Walker, Jeremy",2022,AAA,TB,22.400,31.500,15.400,7.700
"111819418","Hintzen, J.T.",2022,AA,DET,25.600,17.600,25.800,22.600
"2479","Workman, Brandon",2021,MLB,CHC,26.400,24.700,25.600,16.300
"111808495","White, Owen",2021,Rk,TEX,43.900,33.300,41.400,3.400
"111822602","Rincon, Hancel",2021,Rk-,STL,32.200,30.000,26.600,10.700
"111828896","Cruz, Jonathan",2021,Rk-,MIL,32.600,21.200,29.600,20.900
"111811127","Zimmermann, Bruce",2021,AAA,BAL,34.500,33.100,26.700,10.000
"111808083","Campos, Yeizo",2021,AAA,NYM,22.200,26.000,19.000,8.600
"111806856","Dashwood, Jack",2021,A+,ANA,20.400,24.800,16.700,5.600
"111822919","Tamarez, Misael",2021,A+,HOU,30.800,30.000,28.500,7.300
"111796969","Young, Alex",2021,MLB,CLE,13.300,27.900,9.400,13.200
"4396","Mitchell, Bryan",2022,AAA,MIA,17.100,25.700,15.100,12.300
"111795901","Rogers, Joshua",2021,MLB,WAS,17.900,25.700,14.600,9.300
"111813757","Sears, J.P.",2021,AAA,NYY,24.300,26.000,31.900,5.400
"111823693","Melendez, Jaime",2021,AA,HOU,25.700,20.900,28.200,10.300
"111835718","Omosako, Kinn",2021,Rk-,LA,17.900,32.300,10.600,18.200
"111837539","Scalzo, Frankie",2021,A,CHC,31.300,29.700,23.300,3.300
"111810912","Garcia, Roy",2021,A,STL,16.700,21.300,17.100,11.400
"111821351","Monteverde, Pat",2021,Rk,MIA,29.600,33.300,26.300,7.000
"111821587","Yankosky, Tyler",2021,A+,WAS,17.300,30.400,14.700,11.800
"111805973","Herget, Jimmy",2021,MLB,ANA,32.000,24.800,30.000,6.700
"111833588","Bastardo, Miguel",2021,Rk-,LA,37.400,37.500,45.700,8.700
"111833476","Maldonado, Cleiber",2021,Rk-,MIN,38.900,32.100,38.300,8.600
"111801058","Eastman, Colton",2021,AAA,PHI,20.600,24.200,16.700,8.300
"111837623","Long, Ryan",2021,Rk,BAL,26.800,34.700,20.800,4.200
"111766839","Perez, Luis",2021,A+,BAL,23.600,32.400,12.500,10.900
"111810867","Mejia, Juan",2021,A+,TEX,17.300,28.900,20.000,8.000
"111801677","Murdock, Noah",2022,A+,KC,19.400,26.900,20.700,12.800
"111809090","German, Osiris",2022,A+,MIN,33.300,30.200,34.500,0.000
"111820353","Martinez, Juan",2022,Rk,KC,42.700,27.600,38.600,18.200
"111818745","Benitez, Francisco",2021,Rk-,CWS,20.300,21.900,23.900,15.900
"111808985","Smith, Chad",2022,MLB,COL,21.100,21.700,17.200,17.200
"111837525","Brown, McCade",2021,Rk,COL,23.300,25.000,30.800,7.700
"111821396","Chaidez, Adrian",2022,A+,HOU,37.600,42.500,35.700,7.100
"111828855","Yamaguchi, Shun",2021,AAA,SF,26.100,23.100,23.800,13.300
"111825402","Daniel, Davis",2021,A+,ANA,30.200,22.700,35.000,10.900
"111845136","Garcia, Eric",2022,Rk,PHI,20.000,24.400,28.600,23.800
"111845490","Bello, Felipe",2022,Rk-,TOR,28.800,28.000,27.000,13.500
"111824702","Rosario, Tony",2021,Rk,TOR,29.600,11.700,20.800,41.700
"111820348","Grove, Michael",2022,AA,LA,32.700,36.300,32.800,7.500
"111808650","Tully, Tanner",2022,MLB,CLE,19.300,23.200,6.700,20.000
"111824624","Zulueta, Yosver",2022,A+,TOR,28.800,25.400,30.400,10.800
"111837570","Irvine, Drew",2022,A,PIT,10.900,18.200,15.200,15.200
"111808547","Ramirez, Yohan",2022,AAA,SEA,29.800,38.100,25.900,3.700
"111806284","Wentz, Joey",2022,MLB,DET,17.500,23.600,17.200,6.900
"111817911","Vines, Darius",2022,AAA,ATL,28.700,29.800,18.400,8.200
"111812264","Brennan, Tim",2021,Rk,TEX,21.500,35.700,25.800,6.500
"111813754","Polley, Triston",2021,Rk,TEX,38.600,21.900,27.300,15.200
"111818326","Shortridge, Aaron",2022,AA,PIT,15.900,27.400,14.200,12.700
"111819301","Ramirez, Yoniel",2022,A,SF,35.900,21.700,26.800,14.600
"111210659","Romano, Jordan",2022,MLB,TOR,27.800,31.900,26.600,8.400
"111827965","Strickland, Samuel",2022,A,ATL,22.200,31.900,22.500,7.500
"111815670","Otto, Glenn",2022,MLB,TEX,20.700,25.100,16.900,12.400
"110678044","Peralta, Wandy",2022,MLB,NYY,31.900,34.800,20.100,8.500
"111823153","Wolf, Jackson",2022,A+,SD,26.700,31.600,27.800,8.900
"111766287","Williams, Devin",2022,MLB,MIL,39.800,32.100,39.600,12.200
"111831129","Sprinkle, Jonathan",2022,AA,HOU,35.100,28.200,30.400,15.000
"111831040","Arias-Bautista, Jaime",2022,AA,CLE,20.100,29.100,16.100,7.800
"111813757","Sears, J.P.",2022,MLB,OAK,15.200,24.600,12.900,9.400
"111821351","Monteverde, Pat",2022,AA,MIA,25.000,35.100,25.000,2.900
"111845165","Boswell, Matt",2022,A,SD,36.700,19.100,27.300,15.200
"111826745","Gotsis, Noah",2022,AA,COL,22.600,34.600,18.300,5.600
"111797294","Vargas, Emilio",2022,AA,CWS,27.200,24.900,24.700,12.800
"111824348","Veloz, Manuel",2022,A,CWS,27.300,32.400,30.600,2.800
"111798973","Alcantara, Sandy",2022,MLB,MIA,23.200,33.400,23.200,6.400
"111818478","Abel, Mick",2022,AA,PHI,31.300,29.600,24.400,9.800
"111824601","Priester, Quinn",2022,AA,PIT,27.500,35.600,24.800,6.900
"111823394","Sanchez, Fernando",2022,AA,SD,24.600,27.400,20.700,20.700
"111837546","Messinger, Zach",2022,A,NYY,33.000,26.900,30.900,13.100
"111812324","Roberts, Griffin",2022,AA,STL,33.300,17.300,22.700,21.300
"111818802","Hart, Zach",2022,A+,CLE,25.600,26.500,30.300,12.900
"111837392","Kelly, Justin",2022,A+,TOR,21.900,28.000,15.800,9.100
"47695","Archer, Chris",2022,MLB,MIN,21.900,25.200,19.800,11.000
"111837268","Otano, Peniel",2022,A,ARI,20.700,24.300,16.600,11.000
"111818106","De La Rosa, Luis",2022,A,BOS,31.000,28.300,26.500,8.300
"111825629","Galindo, Ruben",2022,A,SD,31.400,29.400,24.500,11.300
"111821901","Robertson, Nick",2022,AA,LA,28.600,26.300,28.900,10.300
"111819477","Hill, Garrett",2022,AAA,DET,25.300,26.800,28.800,9.400
"111822682","Frasso, Nick",2022,A,TOR,45.000,38.700,42.900,8.200
"111815902","Kasowski, Marshall",2022,AAA,LA,28.700,22.400,28.900,15.700
"111825119","Stryffeler, Michael",2022,AA,SEA,40.400,28.700,37.700,12.600
"111838262","Suddreth, Jake",2022,Rk,CWS,29.500,26.100,26.800,12.500
"111822179","Ibarra, Joel",2022,Rk,LA,44.100,30.400,40.000,8.000
"111826230","Perez, Elpidio",2022,Rk,MIN,34.000,31.700,38.900,14.800
"111817757","Nardi, Andrew",2022,AAA,MIA,38.400,24.100,36.300,11.300
"111817742","Stoudt, Levi",2022,AA,SEA,21.600,28.000,22.000,5.900
"111781097","Williams, Trevor",2022,MLB,NYM,20.400,28.800,21.300,6.600
"111837339","Hunt, Marshall",2022,Rk,HOU,37.400,27.000,25.300,12.700
"111807713","Rondon, Angel",2022,AAA,STL,27.200,23.100,24.200,15.300
"111836933","De La Cruz, Leoni",2022,Rk,MIL,37.900,19.600,32.900,10.100
"111825690","Linares, Diego",2022,Rk-,PHI,27.700,31.300,20.200,7.900
"603","Holland, Derek",2022,AAA,TOR,21.100,24.400,21.200,10.200
"111824455","Edwards, Andrew",2022,AA,NYM,26.400,21.800,28.900,13.300
"111815758","Troop, Alex",2021,A+,WAS,27.600,33.700,27.300,4.800
"111808650","Tully, Tanner",2021,AAA,CLE,26.400,28.100,19.300,8.200
"111808478","Bednar, David",2021,MLB,PIT,29.400,32.400,32.500,8.000
"111801243","Koch, Brandon",2021,AA,MIN,30.800,25.000,23.700,8.500
"111824729","Hanner, Bradley",2021,A,MIN,29.300,21.900,23.700,16.100
"111800212","Sobotka, Chad",2021,AAA,MIL,26.900,23.900,17.300,13.700
"111817120","Ortega, Teodoro",2022,A,TEX,30.800,34.100,31.100,13.100
"111781206","Lorenzen, Michael",2022,MLB,ANA,22.800,28.400,18.100,9.900
"110294440","Sanchez, Aaron",2022,AAA,WAS,18.200,19.400,16.400,8.200
"111815711","Walker, Joshua",2022,AAA,NYM,29.300,39.400,39.400,15.200
"111807539","Frias, Luis",2022,MLB,ARI,23.000,23.100,15.300,15.300
"111805368","Westphal, Luke",2022,AAA,SD,28.900,27.800,29.400,12.300
"111805684","King, Dylan",2022,A+,ANA,30.900,28.000,34.600,8.800
"111837541","Samaniego, Tyler",2022,AA,PIT,26.000,26.600,20.200,8.300
"111831516","Cleto, Tomas",2022,A,MIN,18.200,24.600,20.000,6.700
"111809246","Garcia, Freylin",2022,AA,HOU,26.200,22.300,28.900,13.300
"111794268","Cobb, Trey",2022,AAA,NYM,21.100,26.100,17.800,10.500
"111796136","Urias, Julio",2022,MLB,LA,22.400,33.400,25.000,5.600
"111837573","Labas, AJ",2022,A,MIN,27.600,33.300,22.600,3.200
"111829032","Smith, Austin",2022,A+,ATL,29.100,24.100,29.200,8.700
"111811117","Brill, Matt",2022,AAA,WAS,23.300,20.700,20.700,14.900
"111800116","James, Josh",2022,AAA,HOU,23.000,29.600,22.000,14.700
"111806691","Schaller, Reid",2022,AA,WAS,23.700,25.400,23.700,11.300
"111824585","Bayless, Jarod",2022,A+,SEA,27.300,32.200,27.900,9.700
"111825333","Wetherbee, Jared",2022,A,PHI,33.500,20.800,34.600,20.200
"111823374","Lopez, Victor",2022,A,PHI,21.200,28.000,22.600,8.800
"111836972","Amarante, Juan",2022,Rk-,PHI,33.300,32.400,34.600,9.300
"111840225","Reguillo, Dennis",2022,Rk-,BOS,20.900,30.500,17.400,11.400
"111840306","Mora, Daurys",2022,Rk-,MIL,27.300,31.000,20.500,6.800
"111809592","Peralta, Edwin",2022,Rk-,CWS,11.500,22.900,12.300,9.800
"111836974","Sosa, Yenfri",2022,Rk-,KC,23.200,29.300,26.000,11.500
"111839699","Saturria, Michael",2022,Rk-,TB,38.700,22.000,33.600,17.800
"111839689","Valdez, Kevin",2022,Rk-,CHC,41.600,30.400,33.300,14.600
"111817565","Henderson, Layne",2022,AA,HOU,31.200,23.700,30.600,11.900
"111818122","Ruviera, Jose",2022,Rk-,CLE,20.600,25.100,14.500,21.700
"111828040","Thibo, Yunior",2022,A,PIT,23.100,27.300,22.100,16.000
"110294536","Moran, Brian",2022,AAA,ANA,26.100,23.800,26.500,5.900
"111824863","Catano, Jose",2022,Rk,KC,33.800,30.500,30.600,8.200
"111842212","Oviedo, Adolfo",2022,Rk-,PIT,28.000,28.200,20.800,10.400
"111811390","Florentino, Darling",2022,A,ATL,23.000,29.100,19.100,10.500
"111792613","Stephens, Jackson",2022,MLB,ATL,20.500,26.900,21.900,9.700
"111817916","Borbolla, Rigoberto",2021,A,ARI,26.100,20.900,13.300,21.300
"111805068","Gowdy, Kevin",2021,A+,PHI,27.600,30.900,24.000,5.700
"111811939","Simpson, Josh",2021,A+,MIA,28.500,22.900,30.500,10.000
"111819016","Warren, Austin",2021,AAA,ANA,29.600,23.000,27.100,10.800
"111803779","Shilling, Luke",2021,A+,CWS,32.800,23.300,35.500,10.500
"111818684","Gilbert, Jake",2021,A+,CIN,27.200,25.200,22.500,13.800
"111808673","Webb, Nathan",2021,A,KC,43.000,30.500,41.000,11.400
"111829147","Bain, Max",2021,A+,CHC,29.000,23.900,26.700,13.200
"111820558","Lewis III, Jimmy",2021,A,LA,19.200,22.600,14.700,11.500
"111805356","Clase, Emmanuel",2021,MLB,CLE,30.800,39.000,26.500,5.700
"111824529","Ragan, Mitch",2021,A+,NYM,25.000,26.100,25.000,9.800
"111793636","Farmer, Buck",2021,AAA,DET,27.800,29.300,14.600,8.300
"111766366","Fry, Jace",2021,AAA,CWS,41.800,34.700,36.100,12.000
"111796174","Zambrano, Jesus",2021,AAA,OAK,21.800,23.600,13.800,11.300
"111797044","Anderson, Tanner",2021,AAA,OAK,12.600,13.100,4.400,17.600
"111825313","Bryant, Zach",2021,A+,BOS,29.900,21.200,33.300,9.200
"111811102","Aguilar, Miguel",2021,AAA,ARI,26.600,22.600,24.600,8.700
"111499990","Graves, Brett",2021,AA,OAK,29.800,18.800,23.600,19.500
"111793255","Gonzalez, Victor",2021,MLB,LA,26.400,32.000,21.300,12.300
"111799419","Reyes, Gerardo",2022,AAA,ANA,28.900,24.300,28.600,15.400
"111837704","Albright, Mason",2022,A,ANA,24.500,30.500,22.300,9.700
"111807734","Martinez, Joan",2022,AA,BOS,34.200,32.000,26.000,14.000
"111831213","Emanuels, Jr., Stevie",2022,A+,OAK,24.300,24.300,21.300,13.200
"110294040","Markel, Parker",2022,AAA,OAK,35.500,25.600,35.400,12.700
"111827705","Powell, Walker",2022,A,CHC,24.500,33.100,34.200,4.100
"111807340","Kremer, Dean",2021,MLB,BAL,18.300,22.500,19.200,10.200
"111498656","Biagini, Joe",2021,AAA,CHC,21.500,27.400,20.400,10.300
"111808664","Garcia, Julian",2021,AA,PHI,26.100,25.600,20.000,4.700
"111815557","Ceja, Moises",2021,A+,COL,26.100,32.500,19.600,6.000
"111825117","Killam, Brent",2021,A,ANA,41.600,29.500,45.100,9.900
"111793178","Gadea, Kevin",2021,AA,NYY,39.500,30.500,33.500,13.900
"111825146","Horrell, Michael",2021,AA,HOU,24.300,27.000,16.700,10.800
"111799823","Castillo, Maximo",2021,AA,TOR,19.800,30.900,20.200,7.900
"111805213","Richards, Trevor",2021,AAA,TB,46.300,32.700,46.200,3.800
"111840228","Chirinos, Jhosep",2022,Rk-,SD,31.300,29.200,32.900,12.300
"111810912","Garcia, Roy",2022,A,STL,29.900,23.400,29.500,13.300
"111818887","Diaz, Miguel",2022,Rk,PIT,32.600,30.400,27.500,11.800
"111808839","Weatherly, Sam",2021,A,COL,30.800,24.100,32.400,10.800
"111824698","Solesky, Chase",2021,A,CWS,31.500,25.700,30.700,8.700
"111800222","Cabrera, Genesis",2021,MLB,STL,24.600,24.200,26.000,12.200
"111803434","Marsden, Justin",2021,Rk,TEX,54.900,,50.000,11.500
"111499398","Ruiz, Jose",2021,MLB,CWS,22.600,24.400,23.200,9.200
"111812177","Pena, Miguel",2021,A,ATL,30.000,34.200,21.600,10.200
"111805574","Helsley, Ryan",2021,MLB,STL,25.000,25.600,22.800,13.100
"111808985","Smith, Chad",2021,AAA,COL,28.900,23.800,25.700,13.900
"111819372","Haake, Zach",2021,A+,KC,27.900,22.400,24.500,11.500
"111825126","Bellomy, Bear",2021,A+,PIT,25.100,29.400,30.000,6.000
"111799374","Johnson, Cobi",2021,A+,TOR,28.000,25.300,25.900,17.100
"111825113","Walter, Brandon",2022,AA,BOS,33.500,41.800,34.700,1.500
"111803729","Jankins, Thomas",2022,AAA,MIL,19.100,27.200,21.800,9.000
"111816117","Nastrini, Nicholas",2022,A+,LA,36.000,29.000,34.900,10.700
"111811179","Johnstone, Connor",2022,AAA,ATL,17.000,25.700,13.500,8.000
"111824698","Solesky, Chase",2022,A+,CWS,18.300,27.500,16.700,6.800
"111807250","Skubal, Tarik",2022,MLB,DET,23.300,30.500,24.500,6.700
"111824542","Giacone, Michael",2022,A+,NYY,35.200,26.700,45.500,6.100
"111820318","Reindl, Jake",2022,A,CHC,44.400,31.700,45.200,14.300
"111803668","Sittinger, Brandyn",2022,AAA,ATL,25.800,24.900,23.400,10.500
"111793453","Lemoine, Jake",2022,MLB,OAK,21.200,17.000,17.600,9.500
"111818791","Roberts, Ethan",2022,MLB,CHC,16.100,17.800,23.700,15.800
"111798406","Reininger, Zac",2021,AA,OAK,25.400,32.600,23.700,2.100
"111828941","Gibbens, Cameron",2021,A,LA,49.400,32.000,56.100,9.800
"111811826","Barker, Luke",2022,AAA,MIL,28.100,25.000,25.500,9.100
"111833549","Agreda, Ismael",2022,Rk,TEX,28.200,25.000,26.400,12.800
"111841394","Paulino, Pedro",2022,Rk-,TB,23.000,24.700,23.000,16.400
"111840607","Suriel, Alfonso",2022,Rk-,MIA,22.700,25.000,28.100,5.800
"111825965","Ribon, Kevin",2022,Rk,NYM,21.300,19.400,7.400,11.100
"111840745","Fernandez, Jose",2022,Rk-,MIA,28.700,25.100,27.200,12.000
"111824722","Francisco, Michael",2022,Rk-,WAS,28.900,26.200,26.700,12.800
"111820378","Civit, Marc",2022,Rk,TOR,30.700,21.000,28.300,17.400
"111833637","Jimenez, Jhonny",2022,Rk-,LA,25.000,19.800,18.600,20.600
"111811019","Robinson, Cam",2022,AA,MIL,27.600,22.900,29.100,9.100
"111801931","Melendez, Cristofer",2022,AA,PIT,35.400,25.600,31.800,20.500
"111796232","Smeltzer, Devin",2022,AAA,MIN,17.100,30.400,20.600,5.900
"111837241","Martin, Riley",2022,A+,CHC,30.800,29.600,31.300,12.800
"111815586","Mills, Wyatt",2022,MLB,KC,23.500,26.700,19.500,11.500
"111839447","Bido, Wilfrido",2022,Rk-,NYY,25.600,21.400,21.700,7.000
"111807156","Chacin, Jose",2022,AA,NYM,25.000,28.700,20.300,6.400
"111821054","Phillips, Alex",2022,AA,MIN,35.100,31.900,37.100,8.600
"111837015","Almonte, Adrian",2022,Rk-,TB,31.800,26.700,22.600,17.900
"111809236","Contreras, Roansy",2022,AAA,PIT,33.100,28.600,33.300,9.600
"111813455","Morillo, David",2022,Rk,SEA,33.800,27.200,26.900,11.000
"111826265","Reyes, Jean",2022,Rk,MIA,37.500,44.900,30.000,7.500
"111809356","Comas, Anderson",2022,Rk,CWS,29.100,23.600,23.300,18.300
"111806815","Sanchez, Jesus",2021,A,MIA,33.300,32.900,30.300,9.400
"111829867","LaRossa, John",2021,A+,MIL,27.300,21.600,22.300,15.800
"111819567","Owens, Tyler",2021,A,ATL,27.300,20.000,23.000,8.100
"111819519","Cohen, Chase",2021,AA,OAK,32.400,25.700,28.700,12.200
"111824693","Gamboa, Alec",2021,A+,LA,24.300,29.400,21.600,9.100
"111825921","Collyer, Gavin",2021,A,TEX,27.900,26.800,25.800,14.700
"111815667","Battenfield, Blake",2021,AA,CWS,20.000,32.000,17.000,4.500
"111811019","Robinson, Cam",2021,A,MIL,30.800,28.200,26.400,12.800
"111815878","Pop, Zachary",2021,MLB,MIA,24.900,34.800,20.700,9.800
"111818961","Plassmeyer, Michael",2021,AA,SF,22.600,28.600,26.600,4.700
"111816840","Nurse, Conner",2021,A+,SF,25.800,27.900,23.200,10.400
"111799332","Abreu, Albert",2021,MLB,NYY,25.400,26.900,22.400,12.200
"111819979","Gray, Peyton",2021,A+,KC,37.900,21.100,39.800,12.700
"111811207","Kilkenny, Mitchell",2021,A+,COL,15.800,30.400,21.100,5.100
"111825297","Belzer, Nick",2021,A,MIL,22.100,28.800,17.200,7.300
"111806318","Phillips, Evan",2021,AAA,BAL,24.400,20.700,33.000,13.200
"111819883","Vann, Christian",2021,A+,WAS,26.100,16.200,19.300,22.900
"111799247","Yardley, Eric",2021,AAA,MIL,22.500,23.600,18.600,5.400
"111766838","Murphy, Patrick",2021,MLB,TOR,15.500,20.500,13.600,9.100
"111803475","Helvey, Clay",2022,AA,SF,32.700,26.200,26.100,14.100
"111801544","Guzman, Jorge",2022,A,SF,41.400,36.500,20.700,17.200
"111802241","Pilkington, Konnor",2022,MLB,CLE,24.300,27.600,19.100,11.500
"111824860","Segal, Alex",2022,A,ATL,41.000,26.600,36.100,11.100
"111836328","Asencio, Joel",2022,Rk-,SD,30.700,31.500,19.600,15.200
"111831004","Branche, Steven",2022,AA,CIN,29.800,20.900,26.100,19.900
"111836938","Severino, Juan",2022,Rk-,STL,25.500,22.600,15.300,21.200
"111837721","Pena, Victor",2022,Rk-,KC,33.000,29.400,41.500,6.400
"111831834","Stock, Joey",2022,A+,BOS,29.400,26.200,25.300,20.000
"111821546","Cruz, Homer",2022,Rk,CWS,33.600,29.700,20.000,11.600
"111819135","Quezada, Jose",2022,AA,SD,36.000,34.100,32.100,3.800
"111800715","Garrett, Reed",2022,MLB,WAS,17.900,29.200,9.800,17.100
"111837956","Calderon, Jean",2022,Rk,NYM,32.500,44.200,28.900,7.900
"111838152","Cuevas, Candido",2022,Rk-,NYM,33.700,18.300,33.300,11.100
"111836489","Lalane, Henry",2022,Rk-,NYY,33.600,31.300,28.200,6.700
"111824879","Brito Tedesco, Serafino",2022,A,OAK,24.100,25.000,35.700,9.200
"53885","Anderson, Chase",2022,AAA,DET,23.800,25.700,20.400,8.600
"111826656","Fuenmayor, Javier",2022,Rk-,PHI,19.900,30.600,16.800,6.200
"111819016","Warren, Austin",2022,AAA,ANA,23.200,26.600,17.800,12.900
"111844181","Suarez, Brayan",2022,Rk-,ARI,40.900,30.700,34.200,12.300
"111819190","Noboa, Darlin",2022,Rk,CLE,32.000,33.500,27.500,8.800
"111815369","Winder, Josh",2021,AA,MIN,33.200,32.400,31.300,4.800
"111819099","Demurias, Eddy",2021,A+,CIN,39.100,28.900,28.600,17.100
"111478015","Burr, Ryan",2021,AAA,CWS,20.000,18.600,19.200,9.600
"111821311","Lukas, Adam",2021,A+,KC,32.800,20.900,26.500,14.700
"111816386","Mezquita, Cristofer",2021,A,HOU,14.600,27.900,11.500,15.400
"111800394","Mejia, Jean Carlos",2021,AAA,CLE,34.000,25.600,23.100,13.700
"3032","Anderson, Tyler",2021,MLB,PIT,22.400,31.300,20.000,5.800
"111450068","Knebel, Corey",2021,MLB,LA,26.500,22.300,29.700,8.900
